experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
6.01,Linear SVC,"(21817, 400)",100,400,1,0.1,0.491113799,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 400)",100,400,1,1,0.491858193,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 400)",100,400,1,10,0.429049967,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 400)",100,400,1,100,0.381780962,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 800)",100,400,2,0.01,0.624639434,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 800)",100,400,2,0.1,0.62752396,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 800)",100,400,2,1,0.627896157,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 800)",100,400,2,10,0.593002698,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 800)",100,400,2,100,0.50414069,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 6400)",100,400,4,0.01,0.921745603,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 6400)",100,400,4,0.1,0.965850935,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 6400)",100,400,4,1,0.965106541,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 6400)",100,400,4,10,0.965106541,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 6400)",100,400,4,100,0.965106541,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 46704)",100,400,6,0.01,0.961477622,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 46704)",100,400,6,0.1,0.965943984,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 46704)",100,400,6,1,0.966037034,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 46704)",100,400,6,10,0.966130083,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 46704)",100,400,6,100,0.966130083,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 77748)",100,400,8,0.01,0.958500047,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 77748)",100,400,8,0.1,0.957755653,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 77748)",100,400,8,1,0.95812785,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 77748)",100,400,8,10,0.95812785,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 77748)",100,400,8,100,0.95812785,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 73491)",100,400,10,0.01,0.954964176,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 73491)",100,400,10,0.1,0.955987718,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 73491)",100,400,10,1,0.955894668,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 73491)",100,400,10,10,0.955894668,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 73491)",100,400,10,100,0.955894668,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 59685)",100,400,12,0.01,0.962780311,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 59685)",100,400,12,0.1,0.962966409,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 59685)",100,400,12,1,0.962966409,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 59685)",100,400,12,10,0.962966409,species_recall
,,,,,,,,
6.01,Linear SVC,"(21817, 59685)",100,400,12,100,0.962966409,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 800)",200,1,1,0.01,0.266666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 800)",200,1,1,0.1,0.266666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 800)",200,1,1,1,0.266666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 800)",200,1,1,10,0.266666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 800)",200,1,1,100,0.266666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1437)",200,1,2,0.01,0.2,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1437)",200,1,2,0.1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1437)",200,1,2,1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1437)",200,1,2,10,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1437)",200,1,2,100,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1933)",200,1,4,0.01,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1933)",200,1,4,0.1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1933)",200,1,4,1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1933)",200,1,4,10,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1933)",200,1,4,100,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1433)",200,1,6,0.01,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1433)",200,1,6,0.1,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1433)",200,1,6,1,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1433)",200,1,6,10,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1433)",200,1,6,100,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1097)",200,1,8,0.01,0.066666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1097)",200,1,8,0.1,0,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1097)",200,1,8,1,0,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1097)",200,1,8,10,0,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 1097)",200,1,8,100,0,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 880)",200,1,10,0.01,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 880)",200,1,10,0.1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 880)",200,1,10,1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 880)",200,1,10,10,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 880)",200,1,10,100,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 704)",200,1,12,0.01,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 704)",200,1,12,0.1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 704)",200,1,12,1,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 704)",200,1,12,10,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(29, 704)",200,1,12,100,0.133333333,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 800)",200,10,1,0.01,0.407407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 800)",200,10,1,0.1,0.385185185,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 800)",200,10,1,1,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 800)",200,10,1,10,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 800)",200,10,1,100,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 1600)",200,10,2,0.01,0.392592593,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 1600)",200,10,2,0.1,0.407407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 1600)",200,10,2,1,0.392592593,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 1600)",200,10,2,10,0.392592593,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 1600)",200,10,2,100,0.392592593,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9098)",200,10,4,0.01,0.392592593,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9098)",200,10,4,0.1,0.385185185,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9098)",200,10,4,1,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9098)",200,10,4,10,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9098)",200,10,4,100,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 12075)",200,10,6,0.01,0.355555556,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 12075)",200,10,6,0.1,0.362962963,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 12075)",200,10,6,1,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 12075)",200,10,6,10,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 12075)",200,10,6,100,0.377777778,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9970)",200,10,8,0.01,0.214814815,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9970)",200,10,8,0.1,0.214814815,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9970)",200,10,8,1,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9970)",200,10,8,10,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 9970)",200,10,8,100,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 8033)",200,10,10,0.01,0.237037037,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 8033)",200,10,10,0.1,0.237037037,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 8033)",200,10,10,1,0.237037037,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 8033)",200,10,10,10,0.237037037,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 8033)",200,10,10,100,0.237037037,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 6431)",200,10,12,0.01,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 6431)",200,10,12,0.1,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 6431)",200,10,12,1,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 6431)",200,10,12,10,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(274, 6431)",200,10,12,100,0.207407407,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 800)",200,100,1,0.01,0.543154762,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 800)",200,100,1,0.1,0.542410714,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 800)",200,100,1,1,0.541666667,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 800)",200,100,1,10,0.514880952,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 800)",200,100,1,100,0.488095238,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 1600)",200,100,2,0.01,0.662202381,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 1600)",200,100,2,0.1,0.636904762,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 1600)",200,100,2,1,0.627232143,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 1600)",200,100,2,10,0.625,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 1600)",200,100,2,100,0.624255952,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 12776)",200,100,4,0.01,0.68452381,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 12776)",200,100,4,0.1,0.679315476,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 12776)",200,100,4,1,0.673363095,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 12776)",200,100,4,10,0.67485119,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 12776)",200,100,4,100,0.67485119,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60449)",200,100,6,0.01,0.604910714,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60449)",200,100,6,0.1,0.598958333,species_recall
,,,,,,,,
