experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,45,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,20,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,30,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,40,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,20,0.264705882
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,25,0.26448737
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,20,0.257057949
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,30,0.255555556
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,20,0.255555556
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,45,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,30,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,35,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,45,0.251851852
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,20,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,25,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,20,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,25,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,30,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,25,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,25,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,30,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,40,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,30,0.25
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,20,0.248148148
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,25,0.244444444
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,40,0.244444444
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,30,0.240740741
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,20,0.237037037
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,25,0.235294118
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,30,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,35,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,45,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,25,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,35,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,40,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,45,0.235294118
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,20,0.22962963
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,25,0.22962963
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,40,0.225925926
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,25,0.222222222
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,30,0.220588235
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,35,0.218518519
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,45,0.214814815
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,20,0.205882353
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,40,0.205882353
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,30,0.191176471
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,45,0.191176471
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,20,0.176470588
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,25,0.176470588
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,35,0.176470588
